"#Modified dataset.  Original Data Source Credit: Small Area Health Insurance Estimates Program, U.S. Census Bureau. (https://stanfordphs.redivis.com/datasets/4mz7-dh26w34ns)",,,,,,,,,,,,,,,
# Here are the descriptions of this dataset:,,,,,,,,,,,,,,,
# year - Year of Estimate,,,,,,,,,,,,,,,
# statefips - Unique FIPS code for each state,,,,,,,,,,,,,,,
# countyfips - Unique FIPS code for each county within a state,,,,,,,,,,,,,,,
"# geocat - Geography category, 40 – State geographic identifier, 50 – County geographic identifier",,,,,,,,,,,,,,,
# agecat - Age category,,,,,,,,,,,,,,,
# racecat - Race category,,,,,,,,,,,,,,,
# sexcat - Sex category,,,,,,,,,,,,,,,
# iprcat - Income category,,,,,,,,,,,,,,,
# NIPR - Number in demographic group for income category,,,,,,,,,,,,,,,
# NUI - Number uninsured,,,,,,,,,,,,,,,
# NIC - Number insured,,,,,,,,,,,,,,,
# PCTUI - Percent uninsured in demographic group for income category,,,,,,,,,,,,,,,
# PCTIC - Percent insured in demographic group for income category,,,,,,,,,,,,,,,
# PCTELIG - Percent uninsured in demographic group for all income levels,,,,,,,,,,,,,,,
# PCTLIIC - Percent insured in demographic group for all income levels,,,,,,,,,,,,,,,
# state_name - State name,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
year,statefips,countyfips,geocat,agecat,racecat,sexcat,iprcat,NIPR,NUI,NIC,PCTUI,PCTIC,PCTELIG,PCTLIIC,state_name
2020,10,0,40,50 to 64 years,Hispanic (any race),Male,At or below 138% of poverty,946,249,697,26.3,73.7,4.3,12,Delaware                                                              
2020,10,0,40,50 to 64 years,Hispanic (any race),Male,At or below 400% of poverty,3429,734,2695,21.4,78.6,12.6,46.4,Delaware                                                              
2020,10,0,40,50 to 64 years,Hispanic (any race),Male,Between 138% - 400% of poverty,2483,485,1998,19.5,80.5,8.3,34.4,Delaware                                                              
2020,10,0,40,50 to 64 years,Hispanic (any race),Female,At or below 200% of poverty,1648,407,1241,24.7,75.3,7.1,21.7,Delaware                                                              
2020,10,0,40,50 to 64 years,Hispanic (any race),Female,At or below 250% of poverty,2177,511,1666,23.5,76.5,8.9,29.1,Delaware                                                              
2020,10,0,40,50 to 64 years,Hispanic (any race),Female,At or below 138% of poverty,1039,257,782,24.7,75.3,4.5,13.6,Delaware                                                              
2020,10,0,40,50 to 64 years,Hispanic (any race),Female,At or below 400% of poverty,3507,734,2773,20.9,79.1,12.8,48.4,Delaware                                                              
2020,10,0,40,50 to 64 years,Hispanic (any race),Female,Between 138% - 400% of poverty,2468,477,1991,19.3,80.7,8.3,34.8,Delaware                                                              
2020,10,0,40,21 to 64 years,"White alone, not Hispanic",Male,At or below 200% of poverty,24707,4547,20160,18.4,81.6,2.9,12.7,Delaware                                                              
2020,10,0,40,21 to 64 years,"White alone, not Hispanic",Male,At or below 250% of poverty,34336,5984,28352,17.4,82.6,3.8,17.9,Delaware                                                              
2020,10,0,40,21 to 64 years,"White alone, not Hispanic",Male,At or below 138% of poverty,14751,2756,11995,18.7,81.3,1.7,7.6,Delaware                                                              
2020,10,0,40,21 to 64 years,"White alone, not Hispanic",Male,At or below 400% of poverty,66481,9248,57233,13.9,86.1,5.8,36.1,Delaware                                                              
2020,10,0,40,21 to 64 years,"White alone, not Hispanic",Male,Between 138% - 400% of poverty,51730,6492,45238,12.5,87.5,4.1,28.5,Delaware                                                              
2020,10,0,40,21 to 64 years,"White alone, not Hispanic",Female,At or below 200% of poverty,32120,3764,28356,11.7,88.3,2.2,16.9,Delaware                                                              
2020,10,0,40,21 to 64 years,"White alone, not Hispanic",Female,At or below 250% of poverty,42594,4791,37803,11.2,88.8,2.8,22.5,Delaware                                                              
2020,10,0,40,21 to 64 years,"White alone, not Hispanic",Female,At or below 138% of poverty,20586,2381,18205,11.6,88.4,1.4,10.8,Delaware                                                              
2020,10,0,40,21 to 64 years,"White alone, not Hispanic",Female,At or below 400% of poverty,76921,7042,69879,9.2,90.8,4.2,41.6,Delaware                                                              
2020,10,0,40,21 to 64 years,"White alone, not Hispanic",Female,Between 138% - 400% of poverty,56335,4661,51674,8.3,91.7,2.8,30.7,Delaware                                                              
2020,10,0,40,21 to 64 years,"Black alone, not Hispanic",Male,At or below 200% of poverty,16115,3049,13066,18.9,81.1,5.7,24.6,Delaware                                                              
2020,10,0,40,21 to 64 years,"Black alone, not Hispanic",Male,At or below 250% of poverty,20791,3828,16963,18.4,81.6,7.2,31.9,Delaware                                                              
2020,10,0,40,21 to 64 years,"Black alone, not Hispanic",Male,At or below 138% of poverty,10177,1962,8215,19.3,80.7,3.7,15.5,Delaware                                                              
2020,10,0,40,21 to 64 years,"Black alone, not Hispanic",Male,At or below 400% of poverty,33524,5335,28189,15.9,84.1,10,53.1,Delaware                                                              
2020,10,0,40,21 to 64 years,"Black alone, not Hispanic",Male,Between 138% - 400% of poverty,23347,3373,19974,14.4,85.6,6.4,37.6,Delaware                                                              
2020,10,0,40,21 to 64 years,"Black alone, not Hispanic",Female,At or below 200% of poverty,23536,2890,20646,12.3,87.7,4.5,32.2,Delaware                                                              
2020,10,0,40,21 to 64 years,"Black alone, not Hispanic",Female,At or below 250% of poverty,28709,3364,25345,11.7,88.3,5.2,39.5,Delaware                                                              
2020,10,0,40,21 to 64 years,"Black alone, not Hispanic",Female,At or below 138% of poverty,15960,2062,13898,12.9,87.1,3.2,21.7,Delaware                                                              
2020,10,0,40,21 to 64 years,"Black alone, not Hispanic",Female,At or below 400% of poverty,42756,4326,38430,10.1,89.9,6.7,59.9,Delaware                                                              
2020,10,0,40,21 to 64 years,"Black alone, not Hispanic",Female,Between 138% - 400% of poverty,26796,2264,24532,8.4,91.6,3.5,38.2,Delaware                                                              
2020,10,0,40,21 to 64 years,Hispanic (any race),Male,At or below 200% of poverty,8470,3240,5230,38.3,61.7,12.4,19.9,Delaware                                                              
2020,10,0,40,21 to 64 years,Hispanic (any race),Male,At or below 250% of poverty,11476,4127,7349,36,64,15.7,28,Delaware                                                              
2020,10,0,40,21 to 64 years,Hispanic (any race),Male,At or below 138% of poverty,4910,1993,2917,40.6,59.4,7.6,11.1,Delaware                                                              
2020,10,0,40,21 to 64 years,Hispanic (any race),Male,At or below 400% of poverty,18161,5562,12599,30.6,69.4,21.2,48,Delaware                                                              
2020,10,0,40,21 to 64 years,Hispanic (any race),Male,Between 138% - 400% of poverty,13251,3569,9682,26.9,73.1,13.6,36.9,Delaware                                                              
2020,10,0,40,21 to 64 years,Hispanic (any race),Female,At or below 200% of poverty,9556,2754,6802,28.8,71.2,11,27.3,Delaware                                                              
2020,10,0,40,21 to 64 years,Hispanic (any race),Female,At or below 250% of poverty,12180,3296,8884,27.1,72.9,13.2,35.6,Delaware                                                              
2020,10,0,40,21 to 64 years,Hispanic (any race),Female,At or below 138% of poverty,6056,1873,4183,30.9,69.1,7.5,16.8,Delaware                                                              
2020,10,0,40,21 to 64 years,Hispanic (any race),Female,At or below 400% of poverty,17922,4152,13770,23.2,76.8,16.6,55.2,Delaware                                                              
2020,10,0,40,21 to 64 years,Hispanic (any race),Female,Between 138% - 400% of poverty,11866,2279,9587,19.2,80.8,9.1,38.4,Delaware                                                              
2020,11,0,40,18 to 64 years,"White alone, not Hispanic",Male,At or below 200% of poverty,8007,463,7544,5.8,94.2,0.5,7.8,District of Columbia                                                  
2020,11,0,40,18 to 64 years,"White alone, not Hispanic",Male,At or below 250% of poverty,10567,638,9929,6,94,0.7,10.3,District of Columbia                                                  
2020,11,0,40,18 to 64 years,"White alone, not Hispanic",Male,At or below 138% of poverty,5431,298,5133,5.5,94.5,0.3,5.3,District of Columbia                                                  
2020,11,0,40,18 to 64 years,"White alone, not Hispanic",Male,At or below 400% of poverty,20177,1112,19065,5.5,94.5,1.2,19.8,District of Columbia                                                  
2020,11,0,40,18 to 64 years,"White alone, not Hispanic",Male,Between 138% - 400% of poverty,14746,814,13932,5.5,94.5,0.8,14.4,District of Columbia                                                  
2020,11,0,40,18 to 64 years,"White alone, not Hispanic",Female,At or below 200% of poverty,10072,397,9675,3.9,96.1,0.4,10.1,District of Columbia                                                  
2020,11,0,40,18 to 64 years,"White alone, not Hispanic",Female,At or below 250% of poverty,12800,538,12262,4.2,95.8,0.6,12.9,District of Columbia                                                  
2020,11,0,40,18 to 64 years,"White alone, not Hispanic",Female,At or below 138% of poverty,7181,258,6923,3.6,96.4,0.3,7.3,District of Columbia                                                  
2020,11,0,40,18 to 64 years,"White alone, not Hispanic",Female,At or below 400% of poverty,23741,929,22812,3.9,96.1,1,23.9,District of Columbia                                                  
2020,11,0,40,18 to 64 years,"White alone, not Hispanic",Female,Between 138% - 400% of poverty,16560,671,15889,4.1,95.9,0.7,16.7,District of Columbia                                                  
2020,11,0,40,18 to 64 years,"Black alone, not Hispanic",Male,At or below 200% of poverty,25241,1677,23564,6.6,93.4,2.1,29.3,District of Columbia                                                  
2020,11,0,40,18 to 64 years,"Black alone, not Hispanic",Male,At or below 250% of poverty,31301,2273,29028,7.3,92.7,2.8,36.1,District of Columbia                                                  
2020,11,0,40,18 to 64 years,"Black alone, not Hispanic",Male,At or below 138% of poverty,18475,1127,17348,6.1,93.9,1.4,21.6,District of Columbia                                                  
2020,11,0,40,18 to 64 years,"Black alone, not Hispanic",Male,At or below 400% of poverty,46551,3482,43069,7.5,92.5,4.3,53.6,District of Columbia                                                  
2020,11,0,40,18 to 64 years,"Black alone, not Hispanic",Male,Between 138% - 400% of poverty,28076,2355,25721,8.4,91.6,2.9,32,District of Columbia                                                  
2020,11,0,40,18 to 64 years,"Black alone, not Hispanic",Female,At or below 200% of poverty,34028,1504,32524,4.4,95.6,1.5,33,District of Columbia                                                  
2020,11,0,40,18 to 64 years,"Black alone, not Hispanic",Female,At or below 250% of poverty,41144,1928,39216,4.7,95.3,2,39.8,District of Columbia                                                  
2020,11,0,40,18 to 64 years,"Black alone, not Hispanic",Female,At or below 138% of poverty,25084,1030,24054,4.1,95.9,1,24.4,District of Columbia                                                  
2020,11,0,40,18 to 64 years,"Black alone, not Hispanic",Female,At or below 400% of poverty,59415,2832,56583,4.8,95.2,2.9,57.5,District of Columbia                                                  
2020,11,0,40,18 to 64 years,"Black alone, not Hispanic",Female,Between 138% - 400% of poverty,34331,1802,32529,5.2,94.8,1.8,33,District of Columbia                                                  
2020,11,0,40,18 to 64 years,Hispanic (any race),Male,At or below 200% of poverty,6398,1035,5363,16.2,83.8,3.9,20,District of Columbia                                                  
2020,11,0,40,18 to 64 years,Hispanic (any race),Male,At or below 250% of poverty,8355,1400,6955,16.8,83.2,5.2,25.9,District of Columbia                                                  
2020,11,0,40,18 to 64 years,Hispanic (any race),Male,At or below 138% of poverty,3961,607,3354,15.3,84.7,2.3,12.5,District of Columbia                                                  
2020,11,0,40,18 to 64 years,Hispanic (any race),Male,At or below 400% of poverty,13874,2203,11671,15.9,84.1,8.2,43.5,District of Columbia                                                  
2020,11,0,40,18 to 64 years,Hispanic (any race),Male,Between 138% - 400% of poverty,9913,1596,8317,16.1,83.9,6,31,District of Columbia                                                  
2020,11,0,40,18 to 64 years,Hispanic (any race),Female,At or below 200% of poverty,7030,830,6200,11.8,88.2,3.3,24.6,District of Columbia                                                  
2020,11,0,40,18 to 64 years,Hispanic (any race),Female,At or below 250% of poverty,8985,1083,7902,12.1,87.9,4.3,31.4,District of Columbia                                                  
2020,11,0,40,18 to 64 years,Hispanic (any race),Female,At or below 138% of poverty,4670,538,4132,11.5,88.5,2.1,16.4,District of Columbia                                                  
2020,11,0,40,18 to 64 years,Hispanic (any race),Female,At or below 400% of poverty,13809,1551,12258,11.2,88.8,6.2,48.7,District of Columbia                                                  
2020,11,0,40,18 to 64 years,Hispanic (any race),Female,Between 138% - 400% of poverty,9139,1013,8126,11.1,88.9,4,32.3,District of Columbia                                                  
2020,11,0,40,40 to 64 years,"White alone, not Hispanic",Male,At or below 200% of poverty,2705,159,2546,5.9,94.1,0.4,7,District of Columbia                                                  
2020,11,0,40,40 to 64 years,"White alone, not Hispanic",Male,At or below 250% of poverty,3479,218,3261,6.3,93.7,0.6,9,District of Columbia                                                  
2020,11,0,40,40 to 64 years,"White alone, not Hispanic",Male,At or below 138% of poverty,1828,100,1728,5.5,94.5,0.3,4.8,District of Columbia                                                  
2020,11,0,40,40 to 64 years,"White alone, not Hispanic",Male,At or below 400% of poverty,6103,362,5741,5.9,94.1,1,15.8,District of Columbia                                                  
2020,11,0,40,40 to 64 years,"White alone, not Hispanic",Male,Between 138% - 400% of poverty,4275,262,4013,6.1,93.9,0.7,11.1,District of Columbia                                                  
2020,11,0,40,40 to 64 years,"White alone, not Hispanic",Female,At or below 200% of poverty,2553,109,2444,4.3,95.7,0.4,8,District of Columbia                                                  
2020,11,0,40,40 to 64 years,"White alone, not Hispanic",Female,At or below 250% of poverty,3217,145,3072,4.5,95.5,0.5,10.1,District of Columbia                                                  
2020,11,0,40,40 to 64 years,"White alone, not Hispanic",Female,At or below 138% of poverty,1788,71,1717,4,96,0.2,5.7,District of Columbia                                                  
2020,11,0,40,40 to 64 years,"White alone, not Hispanic",Female,At or below 400% of poverty,5486,233,5253,4.2,95.8,0.8,17.3,District of Columbia                                                  
2020,11,0,40,40 to 64 years,"White alone, not Hispanic",Female,Between 138% - 400% of poverty,3698,162,3536,4.4,95.6,0.5,11.6,District of Columbia                                                  
2020,11,0,40,40 to 64 years,"Black alone, not Hispanic",Male,At or below 200% of poverty,12880,676,12204,5.2,94.8,1.7,31.5,District of Columbia                                                  
2020,11,0,40,40 to 64 years,"Black alone, not Hispanic",Male,At or below 250% of poverty,15575,881,14694,5.7,94.3,2.3,37.9,District of Columbia                                                  
2020,11,0,40,40 to 64 years,"Black alone, not Hispanic",Male,At or below 138% of poverty,9732,475,9257,4.9,95.1,1.2,23.9,District of Columbia                                                  
2020,11,0,40,40 to 64 years,"Black alone, not Hispanic",Male,At or below 400% of poverty,22145,1255,20890,5.7,94.3,3.2,53.9,District of Columbia                                                  
2020,11,0,40,40 to 64 years,"Black alone, not Hispanic",Male,Between 138% - 400% of poverty,12413,780,11633,6.3,93.7,2,30,District of Columbia                                                  
2020,11,0,40,40 to 64 years,"Black alone, not Hispanic",Female,At or below 200% of poverty,15983,619,15364,3.9,96.1,1.3,31.6,District of Columbia                                                  
2020,11,0,40,40 to 64 years,"Black alone, not Hispanic",Female,At or below 250% of poverty,19119,783,18336,4.1,95.9,1.6,37.7,District of Columbia                                                  
2020,11,0,40,40 to 64 years,"Black alone, not Hispanic",Female,At or below 138% of poverty,11861,420,11441,3.5,96.5,0.9,23.5,District of Columbia                                                  
2020,11,0,40,40 to 64 years,"Black alone, not Hispanic",Female,At or below 400% of poverty,27395,1148,26247,4.2,95.8,2.4,53.9,District of Columbia                                                  
2020,11,0,40,40 to 64 years,"Black alone, not Hispanic",Female,Between 138% - 400% of poverty,15534,728,14806,4.7,95.3,1.5,30.4,District of Columbia                                                  
2020,11,0,40,40 to 64 years,Hispanic (any race),Male,At or below 200% of poverty,2646,424,2222,16,84,3.7,19.4,District of Columbia                                                  
2020,11,0,40,40 to 64 years,Hispanic (any race),Male,At or below 250% of poverty,3352,556,2796,16.6,83.4,4.9,24.5,District of Columbia                                                  
2020,11,0,40,40 to 64 years,Hispanic (any race),Male,At or below 138% of poverty,1643,251,1392,15.3,84.7,2.2,12.2,District of Columbia                                                  
2020,11,0,40,40 to 64 years,Hispanic (any race),Male,At or below 400% of poverty,5430,845,4585,15.6,84.4,7.4,40.1,District of Columbia                                                  
2020,11,0,40,40 to 64 years,Hispanic (any race),Male,Between 138% - 400% of poverty,3787,594,3193,15.7,84.3,5.2,27.9,District of Columbia                                                  
2020,11,0,40,40 to 64 years,Hispanic (any race),Female,At or below 200% of poverty,2629,363,2266,13.8,86.2,3.7,22.8,District of Columbia                                                  
2020,11,0,40,40 to 64 years,Hispanic (any race),Female,At or below 250% of poverty,3341,470,2871,14.1,85.9,4.7,28.9,District of Columbia                                                  
2020,11,0,40,40 to 64 years,Hispanic (any race),Female,At or below 138% of poverty,1693,230,1463,13.6,86.4,2.3,14.7,District of Columbia                                                  
2020,11,0,40,40 to 64 years,Hispanic (any race),Female,At or below 400% of poverty,5169,673,4496,13,87,6.8,45.3,District of Columbia                                                  
2020,11,0,40,40 to 64 years,Hispanic (any race),Female,Between 138% - 400% of poverty,3476,443,3033,12.7,87.3,4.5,30.6,District of Columbia                                                  
2020,11,0,40,50 to 64 years,"White alone, not Hispanic",Male,At or below 200% of poverty,1664,93,1571,5.6,94.4,0.5,8.6,District of Columbia                                                  
2020,11,0,40,50 to 64 years,"White alone, not Hispanic",Male,At or below 250% of poverty,2061,123,1938,6,94,0.7,10.6,District of Columbia                                                  
2020,11,0,40,50 to 64 years,"White alone, not Hispanic",Male,At or below 138% of poverty,1154,60,1094,5.2,94.8,0.3,6,District of Columbia                                                  
2020,11,0,40,50 to 64 years,"White alone, not Hispanic",Male,At or below 400% of poverty,3423,198,3225,5.8,94.2,1.1,17.7,District of Columbia                                                  
2020,11,0,40,50 to 64 years,"White alone, not Hispanic",Male,Between 138% - 400% of poverty,2269,138,2131,6.1,93.9,0.8,11.7,District of Columbia                                                  
2020,11,0,40,50 to 64 years,"White alone, not Hispanic",Female,At or below 200% of poverty,1441,57,1384,4,96,0.4,9.4,District of Columbia                                                  
2020,11,0,40,50 to 64 years,"White alone, not Hispanic",Female,At or below 250% of poverty,1765,74,1691,4.2,95.8,0.5,11.5,District of Columbia                                                  
2020,11,0,40,50 to 64 years,"White alone, not Hispanic",Female,At or below 138% of poverty,1029,37,992,3.6,96.4,0.3,6.7,District of Columbia                                                  
2020,11,0,40,50 to 64 years,"White alone, not Hispanic",Female,At or below 400% of poverty,2907,120,2787,4.1,95.9,0.8,18.9,District of Columbia                                                  
2020,11,0,40,50 to 64 years,"White alone, not Hispanic",Female,Between 138% - 400% of poverty,1878,83,1795,4.4,95.6,0.6,12.2,District of Columbia                                                  
2020,11,0,40,50 to 64 years,"Black alone, not Hispanic",Male,At or below 200% of poverty,8952,403,8549,4.5,95.5,1.7,36.1,District of Columbia                                                  
2020,11,0,40,50 to 64 years,"Black alone, not Hispanic",Male,At or below 250% of poverty,10568,507,10061,4.8,95.2,2.1,42.5,District of Columbia                                                  
2020,11,0,40,50 to 64 years,"Black alone, not Hispanic",Male,At or below 138% of poverty,7022,303,6719,4.3,95.7,1.3,28.4,District of Columbia                                                  
2020,11,0,40,50 to 64 years,"Black alone, not Hispanic",Male,At or below 400% of poverty,14335,700,13635,4.9,95.1,3,57.6,District of Columbia                                                  
2020,11,0,40,50 to 64 years,"Black alone, not Hispanic",Male,Between 138% - 400% of poverty,7313,397,6916,5.4,94.6,1.7,29.2,District of Columbia                                                  
2020,11,0,40,50 to 64 years,"Black alone, not Hispanic",Female,At or below 200% of poverty,10499,339,10160,3.2,96.8,1.1,33.3,District of Columbia                                                  
2020,11,0,40,50 to 64 years,"Black alone, not Hispanic",Female,At or below 250% of poverty,12425,429,11996,3.5,96.5,1.4,39.3,District of Columbia                                                  
2020,11,0,40,50 to 64 years,"Black alone, not Hispanic",Female,At or below 138% of poverty,7986,234,7752,2.9,97.1,0.8,25.4,District of Columbia                                                  
2020,11,0,40,50 to 64 years,"Black alone, not Hispanic",Female,At or below 400% of poverty,17871,665,17206,3.7,96.3,2.2,56.4,District of Columbia                                                  
2020,11,0,40,50 to 64 years,"Black alone, not Hispanic",Female,Between 138% - 400% of poverty,9885,431,9454,4.4,95.6,1.4,31,District of Columbia                                                  
2020,11,0,40,50 to 64 years,Hispanic (any race),Male,At or below 200% of poverty,1228,134,1094,10.9,89.1,2.5,20.5,District of Columbia                                                  
2020,11,0,40,50 to 64 years,Hispanic (any race),Male,At or below 250% of poverty,1540,176,1364,11.4,88.6,3.3,25.6,District of Columbia                                                  
2020,11,0,40,50 to 64 years,Hispanic (any race),Male,At or below 138% of poverty,774,77,697,9.9,90.1,1.4,13.1,District of Columbia                                                  
2020,11,0,40,50 to 64 years,Hispanic (any race),Male,At or below 400% of poverty,2555,295,2260,11.5,88.5,5.5,42.4,District of Columbia                                                  
2020,11,0,40,50 to 64 years,Hispanic (any race),Male,Between 138% - 400% of poverty,1781,218,1563,12.2,87.8,4.1,29.3,District of Columbia                                                  
2020,11,0,40,50 to 64 years,Hispanic (any race),Female,At or below 200% of poverty,1204,124,1080,10.3,89.7,2.6,22.2,District of Columbia                                                  
2020,11,0,40,50 to 64 years,Hispanic (any race),Female,At or below 250% of poverty,1519,161,1358,10.6,89.4,3.3,27.9,District of Columbia                                                  
2020,11,0,40,50 to 64 years,Hispanic (any race),Female,At or below 138% of poverty,788,76,712,9.6,90.4,1.6,14.6,District of Columbia                                                  
2020,11,0,40,50 to 64 years,Hispanic (any race),Female,At or below 400% of poverty,2588,273,2315,10.5,89.5,5.6,47.6,District of Columbia                                                  
2020,11,0,40,50 to 64 years,Hispanic (any race),Female,Between 138% - 400% of poverty,1800,197,1603,10.9,89.1,4.1,33,District of Columbia                                                  
2020,11,0,40,21 to 64 years,"White alone, not Hispanic",Male,At or below 200% of poverty,7698,448,7250,5.8,94.2,0.5,7.6,District of Columbia                                                  
2020,11,0,40,21 to 64 years,"White alone, not Hispanic",Male,At or below 250% of poverty,10197,619,9578,6.1,93.9,0.6,10,District of Columbia                                                  
2020,11,0,40,21 to 64 years,"White alone, not Hispanic",Male,At or below 138% of poverty,5198,288,4910,5.5,94.5,0.3,5.2,District of Columbia                                                  
2020,11,0,40,21 to 64 years,"White alone, not Hispanic",Male,At or below 400% of poverty,19611,1081,18530,5.5,94.5,1.1,19.4,District of Columbia                                                  
2020,11,0,40,21 to 64 years,"White alone, not Hispanic",Male,Between 138% - 400% of poverty,14413,793,13620,5.5,94.5,0.8,14.3,District of Columbia                                                  
2020,11,0,40,21 to 64 years,"White alone, not Hispanic",Female,At or below 200% of poverty,9736,385,9351,4,96,0.4,9.9,District of Columbia                                                  
2020,11,0,40,21 to 64 years,"White alone, not Hispanic",Female,At or below 250% of poverty,12402,522,11880,4.2,95.8,0.6,12.6,District of Columbia                                                  
2020,11,0,40,21 to 64 years,"White alone, not Hispanic",Female,At or below 138% of poverty,6923,250,6673,3.6,96.4,0.3,7.1,District of Columbia                                                  
2020,11,0,40,21 to 64 years,"White alone, not Hispanic",Female,At or below 400% of poverty,23161,905,22256,3.9,96.1,1,23.6,District of Columbia                                                  
2020,11,0,40,21 to 64 years,"White alone, not Hispanic",Female,Between 138% - 400% of poverty,16238,655,15583,4,96,0.7,16.5,District of Columbia                                                  
2020,11,0,40,21 to 64 years,"Black alone, not Hispanic",Male,At or below 200% of poverty,23296,1558,21738,6.7,93.3,2,28.6,District of Columbia                                                  
2020,11,0,40,21 to 64 years,"Black alone, not Hispanic",Male,At or below 250% of poverty,28993,2127,26866,7.3,92.7,2.8,35.3,District of Columbia                                                  
2020,11,0,40,21 to 64 years,"Black alone, not Hispanic",Male,At or below 138% of poverty,17076,1049,16027,6.1,93.9,1.4,21.1,District of Columbia                                                  
2020,11,0,40,21 to 64 years,"Black alone, not Hispanic",Male,At or below 400% of poverty,43445,3275,40170,7.5,92.5,4.3,52.8,District of Columbia                                                  
2020,11,0,40,21 to 64 years,"Black alone, not Hispanic",Male,Between 138% - 400% of poverty,26369,2226,24143,8.4,91.6,2.9,31.7,District of Columbia                                                  
2020,11,0,40,21 to 64 years,"Black alone, not Hispanic",Female,At or below 200% of poverty,31922,1408,30514,4.4,95.6,1.5,32.4,District of Columbia                                                  
2020,11,0,40,21 to 64 years,"Black alone, not Hispanic",Female,At or below 250% of poverty,38662,1810,36852,4.7,95.3,1.9,39.2,District of Columbia                                                  
2020,11,0,40,21 to 64 years,"Black alone, not Hispanic",Female,At or below 138% of poverty,23572,967,22605,4.1,95.9,1,24,District of Columbia                                                  
2020,11,0,40,21 to 64 years,"Black alone, not Hispanic",Female,At or below 400% of poverty,56144,2669,53475,4.8,95.2,2.8,56.8,District of Columbia                                                  
2020,11,0,40,21 to 64 years,"Black alone, not Hispanic",Female,Between 138% - 400% of poverty,32572,1702,30870,5.2,94.8,1.8,32.8,District of Columbia                                                  
2020,11,0,40,21 to 64 years,Hispanic (any race),Male,At or below 200% of poverty,5923,992,4931,16.7,83.3,3.9,19.3,District of Columbia                                                  
2020,11,0,40,21 to 64 years,Hispanic (any race),Male,At or below 250% of poverty,7759,1341,6418,17.3,82.7,5.2,25.1,District of Columbia                                                  
2020,11,0,40,21 to 64 years,Hispanic (any race),Male,At or below 138% of poverty,3668,584,3084,15.9,84.1,2.3,12.1,District of Columbia                                                  
2020,11,0,40,21 to 64 years,Hispanic (any race),Male,At or below 400% of poverty,12987,2112,10875,16.3,83.7,8.3,42.5,District of Columbia                                                  
2020,11,0,40,21 to 64 years,Hispanic (any race),Male,Between 138% - 400% of poverty,9319,1528,7791,16.4,83.6,6,30.5,District of Columbia                                                  
2020,11,0,40,21 to 64 years,Hispanic (any race),Female,At or below 200% of poverty,6554,794,5760,12.1,87.9,3.3,23.9,District of Columbia                                                  
2020,11,0,40,21 to 64 years,Hispanic (any race),Female,At or below 250% of poverty,8404,1036,7368,12.3,87.7,4.3,30.6,District of Columbia                                                  
2020,11,0,40,21 to 64 years,Hispanic (any race),Female,At or below 138% of poverty,4349,515,3834,11.8,88.2,2.1,15.9,District of Columbia                                                  
2020,11,0,40,21 to 64 years,Hispanic (any race),Female,At or below 400% of poverty,13013,1486,11527,11.4,88.6,6.2,47.9,District of Columbia                                                  
2020,11,0,40,21 to 64 years,Hispanic (any race),Female,Between 138% - 400% of poverty,8664,971,7693,11.2,88.8,4,31.9,District of Columbia                                                  
2020,12,0,40,18 to 64 years,"White alone, not Hispanic",Male,At or below 200% of poverty,626508,193837,432671,30.9,69.1,6.3,14,Florida                                                               
2020,12,0,40,18 to 64 years,"White alone, not Hispanic",Male,At or below 250% of poverty,856273,250850,605423,29.3,70.7,8.1,19.6,Florida                                                               
2020,12,0,40,18 to 64 years,"White alone, not Hispanic",Male,At or below 138% of poverty,382794,123236,259558,32.2,67.8,4,8.4,Florida                                                               
2020,12,0,40,18 to 64 years,"White alone, not Hispanic",Male,At or below 400% of poverty,1532710,373856,1158854,24.4,75.6,12.1,37.4,Florida                                                               
2020,12,0,40,18 to 64 years,"White alone, not Hispanic",Male,Between 138% - 400% of poverty,1149916,250620,899296,21.8,78.2,8.1,29.1,Florida                                                               
2020,12,0,40,18 to 64 years,"White alone, not Hispanic",Female,At or below 200% of poverty,730406,186988,543418,25.6,74.4,5.9,17.2,Florida                                                               
2020,12,0,40,18 to 64 years,"White alone, not Hispanic",Female,At or below 250% of poverty,970124,233908,736216,24.1,75.9,7.4,23.3,Florida                                                               
2020,12,0,40,18 to 64 years,"White alone, not Hispanic",Female,At or below 138% of poverty,462554,124882,337672,27,73,3.9,10.7,Florida                                                               
2020,12,0,40,18 to 64 years,"White alone, not Hispanic",Female,At or below 400% of poverty,1658484,324540,1333944,19.6,80.4,10.3,42.2,Florida                                                               
2020,12,0,40,18 to 64 years,"White alone, not Hispanic",Female,Between 138% - 400% of poverty,1195930,199658,996272,16.7,83.3,6.3,31.5,
2020,12,0,40,18 to 64 years,"Black alone, not Hispanic",Male,At or below 200% of poverty,326446,107782,218664,33,missing,12,24.4,Florida                                                               
2020,12,0,40,18 to 64 years,"Black alone, not Hispanic",Male,At or below 250% of poverty,426702,135135,291567,31.7,68.3,15.1,32.6,Florida                                                               
2020,12,0,40,18 to 64 years,"Black alone, not Hispanic",Male,At or below 138% of poverty,199629,69879,129750,35,65,7.8,14.5,Florida                                                               
2020,12,0,40,18 to 64 years,"Black alone, not Hispanic",Male,At or below 400% of poverty,656721,181943,474778,27.7,72.3,20.3,53,Florida                                                               
